id,name,number,level_id,created_at,updated_at,base_offset,volume,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,start_x,start_y,end_x,end_y,length,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
507f37c6-d7e4-4fa6-a594-d3a07a01ac04-00152121,Tees,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.001441409193,-11.30221242,6.021632448,5.1562,-11.20061242,6.123232448,5.334,-11.25141242,6.072432448,-11.25141242,6.072432448,0.1778,5.1562,5.334,round,0.1016,0.1016,hvac,507f37c6-d7e4-4fa6-a594-d3a07a01ac04-00152123,507f37c6-d7e4-4fa6-a594-d3a07a01ac04-00152125
507f37c6-d7e4-4fa6-a594-d3a07a01ac04-00152447,Taps,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.03986833497,-11.15983507,6.381925056,5.4356,-11.05823507,11.29974436,5.5372,-11.10903507,6.381925056,-11.10903507,11.29974436,4.917819307,5.4864,5.4864,round,0.1016,0.1016,hvac,507f37c6-d7e4-4fa6-a594-d3a07a01ac04-001520e1,507f37c6-d7e4-4fa6-a594-d3a07a01ac04-001524a4
507f37c6-d7e4-4fa6-a594-d3a07a01ac04-00152499,Taps,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.00134306884,-11.15983507,11.36505158,5.305339769,-11.05823507,11.55726906,5.489660231,-11.10903507,11.39770519,-11.10903507,11.52461545,0.165669569,5.450745173,5.344254827,round,0.1016,0.1016,hvac,507f37c6-d7e4-4fa6-a594-d3a07a01ac04-001524a4,507f37c6-d7e4-4fa6-a594-d3a07a01ac04-001524c3
507f37c6-d7e4-4fa6-a594-d3a07a01ac04-001524a9,Taps,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.004833642888,-11.15983507,11.62257628,5.2578,-11.05823507,12.21881343,5.3594,-11.10903507,12.21881343,-11.10903507,11.62257628,0.5962371475,5.3086,5.3086,round,0.1016,0.1016,hvac,507f37c6-d7e4-4fa6-a594-d3a07a01ac04-001524c3,507f37c6-d7e4-4fa6-a594-d3a07a01ac04-001524c1
507f37c6-d7e4-4fa6-a594-d3a07a01ac04-001525eb,Taps,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.00415833235,-6.810375,12.52361343,4.8514,-6.708775,13.03655,4.953,-6.759575,12.52361343,-6.759575,13.03655,0.5129365732,4.9022,4.9022,round,0.1016,0.1016,hvac,2707bbd2-db0c-4034-9366-37a5081a23bf-001533df,2707bbd2-db0c-4034-9366-37a5081a23bf-0015339a
507f37c6-d7e4-4fa6-a594-d3a07a01ac04-001525ec,Taps,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.0008236623958,-6.810375,12.32041343,5.0546,-6.708775,12.42201343,5.1562,-6.759575,12.37121343,-6.759575,12.37121343,0.1016,5.0546,5.1562,round,0.1016,0.1016,hvac,2707bbd2-db0c-4034-9366-37a5081a23bf-001533df,507f37c6-d7e4-4fa6-a594-d3a07a01ac04-001525f5
507f37c6-d7e4-4fa6-a594-d3a07a01ac04-001525ed,Taps,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.03278970873,-10.95663507,12.32041343,5.2578,-6.911975,12.42201343,5.3594,-6.911975,12.37121343,-10.95663507,12.37121343,4.044660074,5.3086,5.3086,round,0.1016,0.1016,hvac,507f37c6-d7e4-4fa6-a594-d3a07a01ac04-001525f5,507f37c6-d7e4-4fa6-a594-d3a07a01ac04-001524c1
2707bbd2-db0c-4034-9366-37a5081a23bf-001528e4,Tees,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.04216024961,-11.78614742,6.439820629,5.4356,-11.68454742,11.64035107,5.5372,-11.73534742,6.439820629,-11.73534742,11.64035107,5.200530439,5.4864,5.4864,round,0.1016,0.1016,hvac,2707bbd2-db0c-4034-9366-37a5081a23bf-001528ea,507f37c6-d7e4-4fa6-a594-d3a07a01ac04-00152131
2707bbd2-db0c-4034-9366-37a5081a23bf-001528e5,Tees,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.003283104526,-11.75231868,11.73800307,4.988065045,-11.54320373,11.94745085,5.400534955,-11.7036591,11.78682907,-11.59186331,11.89862485,0.4049758998,5.380719475,5.007880525,round,0.1016,0.1016,hvac,0c10a9a6-8fbc-4954-bb30-11a7f5225350-0016f86e,2707bbd2-db0c-4034-9366-37a5081a23bf-001528ea
2707bbd2-db0c-4034-9366-37a5081a23bf-00152af4,Tees,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.002158313727,-11.30221242,5.653801191,4.953,-11.20061242,5.920032448,5.0546,-11.25141242,5.920032448,-11.25141242,5.653801191,0.2662312566,5.0038,5.0038,round,0.1016,0.1016,hvac,507f37c6-d7e4-4fa6-a594-d3a07a01ac04-00152123,2707bbd2-db0c-4034-9366-37a5081a23bf-00152afa
2707bbd2-db0c-4034-9366-37a5081a23bf-00152af5,Tees,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.0001511166478,-11.26953838,5.48452238,5.014435828,-11.1691767,5.575050622,5.10240731,-11.22301393,5.535675338,-11.21570114,5.523897664,0.01864046665,5.052191069,5.064652069,round,0.1016,0.1016,hvac,2707bbd2-db0c-4034-9366-37a5081a23bf-00152afa,2707bbd2-db0c-4034-9366-37a5081a23bf-00152aff
